;id;nome_pt-br;name_en-us
3784;C0176E ;Peixe, água salgada, pescadinha, à milanesa (ovo e farinha de risca), frito (c/ óleo de soja), c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, breaded (egg and breadcrumbs), fried (with soy oil), with salt 
3785;C0172E ;Peixe, água salgada, pescadinha, assado/grelhado, s/ óleo, c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, roasted/grilled, without oil, with salt 
3786;C0171E ;Peixe, água salgada, pescadinha, assado/grelhado, s/ óleo, s/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, roasted/grilled, without oil, unsalted 
3787;C0424E ;Peixe, água salgada, pescadinha, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
3788;C0412E ;Peixe, água salgada, pescadinha, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, cooked, with white sauce (wheat flour, butter and milk), unsalted 
3789;C0178E ;Peixe, água salgada, pescadinha, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, cooked, with white sauce (wheat flour, butter and milk), with salt 
3790;C0179E ;Peixe, água salgada, pescadinha, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
3791;C0174E ;Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, cooked, drained, without oil, with salt 
3792;C0173E ;Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, s/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, cooked, drained, without oil, unsalted 
3793;C0175E ;Peixe, água salgada, pescadinha, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, stewed (with onion, tomato and bell pepper) with oil, with salt 
3794;C0400E ;Peixe, água salgada, pescadinha, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, stewed (with onion, tomato and bell pepper) with oil, unsalted 
3795;C0177E ;Peixe, água salgada, pescadinha, frito (c/ óleo de soja), c/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, fried (with soy oil), with salt 
3796;C0448E ;Peixe, água salgada, pescadinha, frito (c/ óleo de soja), s/ sal, Cynoscion striatus, ; Fish, saltwater, whitefish, fried (with soy oil), unsalted 
3797;C0058E ;Peixe, água salgada, pescadinha/tortinha, cru, Isopisthus parvipinnis, ; Fish, saltwater, whitefish, fillet, fresh 
3798;C0437E ;Peixe, água salgada, porquinho, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, breaded (egg and breadcrumbs), fried (with soy oil), unsalted 
3799;C0185E ;Peixe, água salgada, porquinho, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, breaded (egg and breadcrumbs), fried (with soy oil), with salt 
3800;C0181E ;Peixe, água salgada, porquinho, assado/grelhado, s/ óleo, c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, roasted/grilled, without oil, with salt 
3801;C0180E ;Peixe, água salgada, porquinho, assado/grelhado, s/ óleo, s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, roasted/grilled, without oil, unsalted 
3802;C0425E ;Peixe, água salgada, porquinho, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
3803;C0413E ;Peixe, água salgada, porquinho, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, cooked, with white sauce (wheat flour, butter and milk), unsalted 
3804;C0187E ;Peixe, água salgada, porquinho, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, cooked, with white sauce (wheat flour, butter and milk), with salt 
3805;C0188E ;Peixe, água salgada, porquinho, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
3806;C0183E ;Peixe, água salgada, porquinho, cozido, drenado, s/ óleo, c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, cooked, drained, without oil, with salt 
3807;C0182E ;Peixe, água salgada, porquinho, cozido, drenado, s/ óleo, s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, cooked, drained, without oil, unsalted 
3808;C0059E ;Peixe, água salgada, porquinho, cru, Balistes carolinensis, ; Fish, saltwater, triggerfish, fresh 
3809;C0184E ;Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, stewed (with onion, tomato and bell pepper), with oil, with salt 
3810;C0401E ;Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, stewed (with onion, tomato and bell pepper), with oil, unsalted 
3811;C0186E ;Peixe, água salgada, porquinho, frito (c/ óleo de soja), c/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, fried (with soy oil), with salt 
3812;C0449E ;Peixe, água salgada, porquinho, frito (c/ óleo de soja), s/ sal, Prochilodus spp., ; Fish, saltwater, tiggerfish, fried (with soy oil), unsalted 
3813;C0296E ;Peixe, água salgada, salmão, defumado,  ; Fish, marine, salmon, smoked 
3814;C0066E ;Peixe, água salgada, salmão, filé, c/ pele, fresco, grelhado, s/ óleo, s/ sal,  ; Fish, saltwater, salmon, with skin, fresh, grilled, without oil, unsalted 
3815;C0439E ;Peixe, água salgada, salmão, filé, s/ pele, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, breaded (egg and breadcrumbs), fried (with soy oil), unsalted 
3816;C0201E ;Peixe, água salgada, salmão, filé, s/ pele, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, breaded (egg and breadcrumbs), fried (with soy oil), with salt 
3817;C0197E ;Peixe, água salgada, salmão, filé, s/ pele, assado/grelhado, s/ óleo, c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, roasted/grilled, without oil, with salt 
3818;C0427E ;Peixe, água salgada, salmão, filé, s/ pele, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Merlucius hubbsi, ; Fish, saltwater, salmon, fillet, without skin, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
3819;C0415E ;Peixe, água salgada, salmão, filé, s/ pele, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, cooked, with white sauce (wheat flour, butter and milk), unsalted 
3820;C0203E ;Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, cooked, with white sauce (wheat flour, butter and milk), with salt 
3821;C0204E ;Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
3822;C0199E ;Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, cooked, drained, without oil, with salt 
3823;C0198E ;Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, s/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, cooked, drained, without oil, unsalted 
3824;C0200E ;Peixe, água salgada, salmão, filé, s/ pele, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, stewed (with onion, tomato and bell pepper), with oil, with salt 
3825;C0403E ;Peixe, água salgada, salmão, filé, s/ pele, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, stewed (with onion, tomato and bell pepper), with oil, unsalted 
3826;C0202E ;Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), c/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, without skin, fried (with soy oil), with salt 
3827;C0460E ;Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), s/ sal, Salmo salar L., ; Fish, saltwater, salmon, fillet, fried (with soy oil), unsalted 
3828;C0065E ;Peixe, água salgada, salmão, s/ pele, fresco, cru,  ; Fish, saltwater, salmon, without skin, fresh 
3829;C0067E ;Peixe, água salgada, salmão, s/ pele, fresco, grelhado, s/ óleo, s/ sal,  ; Fish, saltwater, salmon, no skin, fresh, grilled, without oil, unsalted 
3830;C0068E ;Peixe, água salgada, sardinha, assada, s/ óleo, s/ sal,  ; Fish, saltwater, sardine, roasted, without oil, unsalted 
3831;C0205E ;Peixe, água salgada, sardinha, assado/grelhado, s/ óleo, c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, roasted/grilled, without oil, with salt 
3832;C0071E ;Peixe, água salgada, sardinha, conserva, c/ molho de tomate,  ; Fish, saltwater, sardine, canned in tomato sauce 
3833;C0440E ;Peixe, água salgada, sardinha, filé, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, breaded (egg and breadcrumbs), fried (with soy oil), unsalted 
3834;C0209E ;Peixe, água salgada, sardinha, filé, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, breaded (egg and breadcrumbs), fried (with soy oil), with salt 
3835;C0074E ;Peixe, água salgada, sardinha, filé, c/ cebola e louro, conserva, Coqueiro,  ; Fish, saltwater, sardine, fillet, with onion and bay leaf, canned in oil 
3836;C0072E ;Peixe, água salgada, sardinha, filé, conserva, c/ molho de tomate temperado, Coqueiro,  ; Fish, saltwater, sardine, fillet, canned in seasoned tomato sauce 
3837;C0073E ;Peixe, água salgada, sardinha, filé, conserva, em óleo,  ; Fish, saltwater, sardine, fillet, canned in oil 
3838;C0428E ;Peixe, água salgada, sardinha, filé, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
3839;C0416E ;Peixe, água salgada, sardinha, filé, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, cooked, with white sauce (wheat flour, butter and milk), unsalted 
3840;C0211E ;Peixe, água salgada, sardinha, filé, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, cooked, with white sauce (wheat flour, butter and milk), with salt 
3841;C0212E ;Peixe, água salgada, sardinha, filé, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
3842;C0207E ;Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, cooked, drained, without oil, with salt 
3843;C0206E ;Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, cooked, drained, without oil, unsalted 
3844;C0075E ;Peixe, água salgada, sardinha, filé, cozido/30 min, s/ óleo, s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, cooked/30min, without oil, unsalted 
3845;C0070E ;Peixe, água salgada, sardinha, filé, crua,  ; Fish, saltwater, sardine, fillet, raw 
3846;C0208E ;Peixe, água salgada, sardinha, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, stewed (with onion, tomato and bell pepper), with oil, with salt 
3847;C0404E ;Peixe, água salgada, sardinha, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, stewed (with onion, tomato and bell pepper), with oil, unsalted 
3848;C0210E ;Peixe, água salgada, sardinha, filé, frito (c/ óleo de soja), c/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, fried (with soy oil), with salt 
3849;C0461E ;Peixe, água salgada, sardinha, filé, frito (c/ óleo de soja), s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, fried (with soy oil), unsalted 
3850;C0077E ;Peixe, água salgada, sardinha, frita, s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fried in oil, unsalted 
3851;C0069E ;Peixe, água salgada, sardinha, inteira, crua,  ; Fish, saltwater, sardine, whole, fresh 
3852;C0082E ;Peixe, água salgada, surimi, fresco,  ; Fish, saltwater, surimi, fresh 
3853;C0078E ;Peixe, água salgada, tainha, filé, assado/45 min, s/ óleo, s/ sal, Mugil cephalus, ; Fish, saltwater, mullet, fillet, roasted/45 min, without oil, unsalted 
3854;C0079E ;Peixe, água salgada, tainha, filé, cozido/30 min, s/ óleo, s/ sal, Mugil cephalus, ; Fish, saltwater, mullet, fillet, cooked/30 min, without oil, unsalted 
3855;C0080E ;Peixe, água salgada, tainha, filé, cru, Mugil cephalus, ; Fish, saltwater, mullet, fillet, fresh 
3856;C0081E ;Peixe, água salgada, tainha, filé, preparado em micro-ondas, s/ óleo, s/ sal, Mugil cephalus, ; Fish, saltwater, mullet, fillet, prepared on microwave, without oil, unsalted 
3857;C0465E ;Peixe, água salgado, linguado, assado/grelhado, s/ óleo, c/ sal, Pleuronectoidei spp., ; Fish, saltwater, halibut, roasted/grilled, without oil, with salt 
3858;C0361E ;Peixe, caviar,  ; Fish, caviar 
3859;C0466E ;Peixe, linguado, assado/grelhado, c/ molho de limão (manteiga, suco de limão, farinha de trigo, cebola), c/ sal, Pleuronectoidei spp., ; Fish, saltwater, halibut, roasted/grilled, with lemon sauce (butter, lemon juice, wheat flour, onion), with salt 
3860;C0076E ;Peixe, sardinha, filé, micro-ondas/10 min, s/ óleo, s/ sal, Sardinella brasiliensis, ; Fish, saltwater, sardine, fillet, microwave/10min, without oil, unsalted 
3861;C0362E ;Peixe, sticks, congelado, preparado,  ; Fish, sticks, frozen, prepared 
3862;C0030B ;Pepino, c/ casca, cru, Cucumis sativus l., ; Cucumber, unpeeled, raw 
3863;C0484F ;Pepperoni, carne e porco, fatiado,  ; Pepperoni, meat and pork, sliced 
3864;C0930B ;Pequi, polpa, cozido, s/ óleo, c/ sal, Caryocar brasiliense, ; Brazilian fruit, ´Pequi´, pulp, cooked, without oil, with salt 
3865;C0929B ;Pequi, polpa, cozido, s/ óleo, s/ sal, Caryocar brasiliense, ; Brazilian fruit, ´pequi´, cooked, without oil, unsalted 
3866;C0173C ;Pequi, polpa, maduro, in natura, Caryocar brasiliense Camb., ; Brazilian fruit, ´Pequi´, ripe, raw 
3867;C0030C ;Pera, c/ casca, in natura, Pyrus communis, ; Pear, with peel, raw 
3868;C0196C ;Pera, cozida, ao vinho tinto, c/ açúcar,  ; Pear, cooked, with red wine, with sugar 
3869;C0193C ;Pera, cozida, caramelada,  ; Pear, cooked, caramelized 
3870;C0052C ;Pera, ´Park´,  c/ casca, in natura, Pyrus communis L., ; Pear, ´Park´, with peel, raw 
3871;C0053C ;Pera, ´Williams´, c/ casca, in natura, Pyrus communis L., ; Pear, ´Williams´, with peel, raw 
3872;C0196F ;Peru , peito, defumado,  ; Ham, turkey, breast, smoked 
3873;C0197F ;Peru, congelado, assado, s/ óleo, s/ sal,  ; Turkey, frozen, roasted, without oil, unsalted 
3874;C0198F ;Peru, congelado, cru,  ; Turkey, frozen, raw 
3875;C0920F ;Peru, inteiro, assado, c/ manteiga, c/ sal,  ; Turkey, whole, roasted, with butter, with salt 
3876;C0100C ;Pêssego, enlatado, em calda, drenado,  ; Peach, sweet, in syrup, drained 
3877;C0031C ;Pêssego, in natura, Prunus persica, ; Peach, raw 
3878;C0120K ;Petit gateau, (chocolate amargo, farinha de trigo, ovos, manteiga, c/ açúcar),  ; Petit gateau, (chocolate, wheat flour, eggs, butter, with sugar) 
3879;C0121K ;Petit gateau (chocolate amargo, farinha de trigo, ovos, manteiga, c/ açúcar), sorvete, c/ calda de chocolate,  ; Petit gateau (chocolate, wheat flour, eggs, butter, with sugar), ice cream, with chocolate syrup 
3880;C0705B ;Picles, pepino, azedo,  ; Pickles, cucumber, sour 
3881;C0138K ;Picolé, industrializado, c/ suco de fruta (média de diferentes sabores),  ; Popsicle, industrialized, with fruit juice (average of several flavours) 
3882;C0798B ;Pimenta, branca, em grão, Piper nigrum, ; Pepper, white, grain 
3883;C0825B ;Pimenta, jalapeño, in natura, Capsicum anuum, ; Pepper, jalapeno, raw 
3884;C0797B ;Pimenta, preta, em grão, Piper nigrum, ; Pepper, black, grain 
3885;C0828B ;Pimenta, vermelha, caiena, in natura, Capsicum annuum Capsicum frutescens,  ; Pepper, red, cayenne, raw 
3886;C0727B ;Pimentão recheado, c/ arroz polido, c/ carne bovina, c/ sal, (pimentão, c/ carne bovina, patinho moído, refogado (c/ óleo, cebola e alho), c/ arroz polido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Stuffed bell pepper, with ground meat beef, with white rice, with salt, (bell pepper, with wheat, meat beef - knucle ground, braised (with oil, onion and garlic), with white rice, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
3887;C0726B ;Pimentão recheado, c/ carne bovina, c/ sal, (pimentão, c/ carne bovina, patinho moído, refogado (c/ óleo, cebola e alho), c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Stuffed bell pepper, with ground meat beef, with salt, (bell pepper, with wheat, meat beef - knucle ground, braised (with oil, onion and garlic), with tomato sauce (tomato, with oil, onion and garlic), with salt) 
3888;C0476B ;Pimentão, amarelo, assado, s/ óleo c/ sal, Capsicum annuum L., ; Bell pepper, yellow, roasted, without oil, wiht salt 
3889;C0475B ;Pimentão, amarelo, assado, s/ óleo s/ sal, Capsicum annuum L., ; Bell pepper, yellow, roasted, without oil, unsalted 
3890;C0468B ;Pimentão, amarelo, cozido, drenado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, yellow, boiled, drained, without oil, with salt 
3891;C0467B ;Pimentão, amarelo, cozido, drenado, s/ óleo, s/ sal, Capsicum annuum L., ; Bell pepper, yellow, boiled, drained, without oil, unsalted 
3892;C0039B ;Pimentão, amarelo, cru, Capsicum annuum L., ; Bell pepper, yellow, raw 
3893;C0484B ;Pimentão, amarelo, refogado (c/ óleo, cebola e alho), c/ sal, Capsicum annuum L., ; Bell pepper, yellow, braised (with oil, onion and garlic), with salt 
3894;C0483B ;Pimentão, amarelo, refogado (c/ óleo, cebola e alho), s/ sal, Capsicum annuum L., ; Bell pepper, yellow, braised (with oil, onion and garlic), unsalted 
3895;C0474B ;Pimentão, assado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, roasted, without oil, with salt 
3896;C0473B ;Pimentão, assado, s/ óleo, s/ sal, Capsicum annuum L., ; Bell pepper, roasted, without oil, unsalted 
3897;C0466B ;Pimentão, cozido, drenado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, cooked, drained, without oil, with salt 
3898;C0465B ;Pimentão, cozido, drenado, s/ óleo, s/ sal, Capsicum annuum L., ; Bell pepper, cooked, drained, without oil, unsalted 
3899;C0482B ;Pimentão, refogado (c/ óleo, cebola e alho), c/ sal, Capsicum annuum L., ; Bell pepper, braised (with oil, onion and garlic), with salt 
3900;C0481B ;Pimentão, refogado (c/ óleo, cebola e alho), s/ sal, Capsicum annuum L., ; Bell pepper, braised (with oil, onion and garlic), unsalted 
3901;C0031B ;Pimentão, vários tipos, cru (média de diferentes amostras), Capsicum annuum L., ; Bell pepper, raw 
3902;C0478B ;Pimentão, verde, assado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, green, roasted, without oil, wiht salt 
3903;C0477B ;Pimentão, verde, assado, s/ óleo, s/ sal, Capsicum annuum L., ; Bell pepper, green, roasted, without oil, unsalted 
3904;C0470B ;Pimentão, verde, cozido, drenado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, green, boiled, drained, without oil, with salt 
3905;C0469B ;Pimentão, verde, cozido, drenado, s/ óleo, sal, Capsicum annuum L., ; Bell pepper, green, boiled, drained, without oil, unsalted 
3906;C0037B ;Pimentão, verde, cru, Capsicum annuum L., ; Bell pepper, green, raw 
3907;C0486B ;Pimentão, verde, refogado (c/ óleo, cebola e alho), c/ sal, Capsicum annuum L., ; Bell pepper, green, braised (with oil, onion and garlic), with salt 
3908;C0485B ;Pimentão, verde, refogado (c/ óleo, cebola e alho), s/ sal, Capsicum annuum L., ; Bell pepper, green, braised (with oil, onion and garlic), unsalted 
3909;C0480B ;Pimentão, vermelho, assado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, red, roasted, without oil, wiht salt 
3910;C0479B ;Pimentão, vermelho, assado, s/ óleo, s/ sal, Capsicum annuum L., ; Bell pepper, red, roasted, without oil, unsalted 
3911;C0472B ;Pimentão, vermelho, cozido, drenado, s/ óleo, c/ sal, Capsicum annuum L., ; Bell pepper, red, boiled, drained, without oil, with salt 
3912;C0471B ;Pimentão, vermelho, cozido, drenado, s/ óleo, s/ sal, Capsicum annuum L., ; Bell pepper, red, boiled, drained, without oil, unsalted 
3913;C0038B ;Pimentão, vermelho, cru, Capsicum annuum L., ; Bell pepper, red, raw 
3914;C0488B ;Pimentão, vermelho, refogado (c/ óleo, cebola e alho), c/ sal, Capsicum annuum L., ; Bell pepper, red, braised (with oil, onion and garlic), with salt 
3915;C0487B ;Pimentão, vermelho, refogado (c/ óleo, cebola e alho), s/ sal, Capsicum annuum L., ; Bell pepper, red, braised (with oil, onion and garlic), unsalted 
3916;C0084C ;Pinha, in natura, Annona squamosa L., ; Brazilian fruit,´Pinha´, raw 
3917;C0007U ;Pinhão, cozido, s/ sal, Araucaria angustifolia (Bertol.) Kuntze, ; Pinion fruit, cooked, unsalted 
3918;C0809B ;Pirão de leite, c/ sal, (leite, farinha de mandioca (aipim, macaxeira), manteiga, cebola, c/ pimenta-do-reino, c/ sal),  ; Brazilian recipe, with milk and cassava flour, with salt, (milk, cassava flour, butter, onion, with black pepper, with salt) 
3919;C0815B ;Pirão de leite, s/ sal, (leite, farinha de mandioca (aipim, macaxeira), manteiga, cebola, c/ pimenta-do-reino, s/ sal),  ; Brazilian recipe, with milk and cassava flour, unsalted, (milk, cassava flour, butter, onion, with black pepper, unsalted) 
3920;C0807B ;Pirão, c/ caldo de peixe, c/ sal, (caldo de peixe, farinha de mandioca (aipim, macaxeira), extrato de tomate, tomate, pimentão, cebolinha, c/ pimenta-do-reino, c/ sal),  ; Brazilian recipe, with fish broth and cassava flour, with salt, (fish broth, cassava flour, tomato sauce, tomato, bell pepper, chive, with black pepper, with salt) 
3921;C0808B ;Pirão, c/ caldo de peixe, s/ sal, (caldo de peixe, farinha de mandioca (aipim, macaxeira), extrato de tomate, tomate, pimentão, cebolinha, c/ pimenta-do-reino, s/ sal),  ; Brazilian recipe, with fish broth and cassava flour, unsalted, (fish broth, cassava flour, tomato sauce, tomato, bell pepper, chive, with black pepper, unsalted) 
3922;C0015U ;Pistache, cru, s/ sal, Pistacia vera, ; Nuts, pistachio, raw 
3923;C0225C ;Pitaia, in natura, Hylocereus undatus, ; Pitaya, raw 
3924;C0068C ;Pitanga, in natura, Eugenia uniflora L., ; Pitanga, surinambcherry, raw 
3925;C0085C ;Pitanga, polpa, congelada,  ; Pitanga, surinambcherry, pulp, frozen 
3926;C0682A ;Pizza, 4 queijos, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, gorgonzola, requeijão e provolone, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva),  ; Pizza, cheese, homemade, (pasta (wheat flour, oil, yest, sugar and salt), mozarella, gorgonzola, spread cheese and provolone, with tomato sauce (tomato, with oil, onion and garlic, with salt), with olives oil) 
3927;C0681A ;Pizza, 5 queijos, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, gorgonzola, requeijão, provolone e parmesão, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva),  ; Pizza, cheese, homemade, (pasta (wheat flour, oil, yest, sugar and salt), mozarella, gorgonzola, spread cheese, provolone and parmesan cheese, with tomato sauce (tomato, with oil, onion and garlic, with salt), with olives oil) 
3928;C1082A ;Pizza, abobrinha e frango, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), peito de frango, abobrinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ orégano, c/ azeite de oliva),  ; Pizza, zucchini and chicken, homemade, (pasta (wheat flour, oil, yeast, salt and sugar), chicken breast, zucchini, with tomato sauce (tomato, with oil, onion and garlic, with salt) , with oregano, with olive oil) 
3929;C0677A ;Pizza, atum, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), atum em conserva, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva),  ; Pizza, tuna, homemade, (pasta (wheat flour, oil, yest, sugar and salt), canned tuna, mozzarela, with tomato sauce (tomato, with oil, onion and garlic, with salt), with olives oil) 
3930;C1024A ;Pizza, brócolis, shiitake e queijo muçarela, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), queijo muçarela, brócolis e cogumelo shiitake, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva),  ; Pizza, broccoli, shiitake and mozzarella, homemade, (pasta (wheat flour, oil, yeast, salt and sugar), mozzarella cheese, broccoli and shiitake mushroom, with tomato sauce (tomato, with oil, onion and garlic, with salt), with olive oil) 
3931;C1081A ;Pizza, calabresa, palmito e queijo muçarela, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, palmito, calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ orégano, c/ azeite de oliva),  ; Pizza, calabrese sausage, heart of palm and mozzarella cheese, homemade, (pasta (wheat flour, oil, yeast, salt and sugar), mozzarella cheese, heart of palm, calabrese sausage, with tomato sauce (tomato, with oil, onion and garlic, with salt), with oregano, with olive oil) 
3932;C0690A ;Pizza, Califórnia, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, frutas em calda - abacaxi, pêssego, figo, ameixa e cereja),  ; Pizza, California, homemade, (pasta (wheat flour, oil, yest, sugar and salt), mozarella, syryp fruits - pineapple, peach, fig, plum and cherry) 
